ID	Title	Description			 price 	Availability 	Condition	Link	image link									
13396200	CAT	953	2024	970	" $306,705.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
13509625	CAT	953 QC	2023	1207	" $275,000.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
13623050	CAT	953	2023	1691	" $301,455.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
13736475	CAT	953 QC	2024	36	" $448,348.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
13849900	CAT	953	2023	1947	" $322,348.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
13963325	CAT	963	2023	1560	" $477,748.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14076750	CAT	963	2023	2326	" $452,548.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14190175	CAT	963	2023	3928	" $434,698.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14303600	CAT	963	2021	2251	" $336,000.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14417025	CAT	963	2024	1974	" $472,498.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14530450	CAT	963	2023	2075	" $414,750.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14643875	CAT	963K	2019	1077	" $283,500.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14757300	CAT	963	2023	1088	" $485,098.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14870725	CAT	963	2022	1313	" $414,750.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
14984150	CAT	963K	2020	5597	" $252,000.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15097575	CAT	963K	2017	7159	" $204,750.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15211000	CAT	963K	2017	5854	" $236,250.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15324425	CAT	963	2023	4488	" $359,098.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15437850	CAT	963	2023	855	" $462,000.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15551275	CAT	963	2023	978	" $516,598.95 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15664700	CAT	963	2021	2910	" $269,000.00 "	in stock	used	https://americanironus.com/equipment-track-dozers.html	https://americanironus.com/assets/img/equipment-categories/track-dozers.png									
15778125	CAT	963	2021	5953	" $225,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
15891550	CAT	966 QC	2024	2574	" $472,605.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16004975	CAT	966 QC	2024	1953	" $590,098.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16118400	CAT	966 QC	2024	1535	" $503,055.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16231825	CAT	966M QC	2022	3159	" $383,250.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16345250	CAT	966 XE	2024	281	" $676,198.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16458675	CAT	966 QC	2023	1871	" $475,755.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16572100	CAT	966GC QC	2023	1975	" $378,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16685525	CAT	966 QC	2023	1996	" $543,898.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16798950	CAT	966GC QC	2023	1550	" $386,505.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
16912375	CAT	966GC QC	2023	2064	" $362,355.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17025800	CAT	966 XE	2023	3224	" $399,105.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17139225	CAT	966GC QC	2023	1502	" $539,698.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17252650	CAT	966GC	2023	1032	" $391,755.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17366075	CAT	966M XE	2019	10729	" $150,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17479500	CAT	966K BU PO	0	0	" $10,500.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17592925	CAT	966M	2019	7316	" $220,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17706350	CAT	972M	2020	7995	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17819775	CAT	972 XE	2023	960	" $673,048.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
17933200	ZZ	972 PO FO	0	0	" $12,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18046625	CAT	973K	2023	3592	" $713,998.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18160050	CAT	973K	2023	2651	" $722,400.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18273475	CAT	973K	2023	3868	" $533,398.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18386900	CAT	973K	2022	8160	" $225,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18500325	CAT	973K	2022	8822	" $200,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18613750	CAT	973K	2019	10354	" $220,500.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18727175	CAT	973K	2023	6648	" $350,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18840600	CAT	973K	2023	7545	" $250,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
18954025	CAT	973K	2022	6280	" $310,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19067450	CAT	973K	2020	4344	" $340,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19180875	CAT	973K	2022	5420	" $458,848.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19294300	CAT	973K	2021	5337	" $285,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19407725	CAT	973K	2019	9042	" $210,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19521150	CAT	973K	2021	6874	" $305,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19634575	CAT	973K	2020	11455	" $175,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19748000	CAT	973K RI	0	0	" $16,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19861425	CAT	980	2023	2001	" $671,998.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
19974850	CAT	980	2023	6312	" $358,155.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20088275	CAT	980	2022	3450	" $450,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20201700	CAT	980	2024	3048	" $765,448.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20315125	CAT	980	2024	731	" $623,805.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20428550	CAT	980 XE	2024	666	" $864,148.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20541975	CAT	980	2023	1003	" $770,698.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20655400	CAT	980H	2011	330705	" $57,750.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20768825	CAT	980	2023	2932	" $508,305.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20882250	CAT	980 XE	2023	3873	" $725,548.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
20995675	CAT	980	2024	2436	" $738,148.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21109100	CAT	980	2023	4039	" $562,798.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21222525	CAT	980M	2021	11507	" $235,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21335950	CAT	980H BU	0	0	" $16,500.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21449375	CAT	980	2023	3883	" $462,105.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21562800	CAT	980	2024	6	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21676225	CAT	980	2024	8	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21789650	CAT	982M	2019	14447	" $189,750.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
21903075	CAT	982 XE	2024	1566	" $672,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22016500	CAT	982	2023	1072	" $636,405.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22129925	CAT	982 XE	2024	1211	" $714,105.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22243350	CAT	982 BU PO	0	0	" $35,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22356775	CAT	982M	2019	13682	" $255,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22470200	CAT	988K	2022	12608	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22583625	CAT	988KXE	2023	10315	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22697050	CAT	988K	2023	8748	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22810475	CAT	988K	2022	8689	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
22923900	CAT	988KXE	2021	9691	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23037325	CAT	988KXE	2020	14821	 CALL 	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23150750	CAT	988K XE	2023	4763	" $1,299,898.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23264175	CAT	988K	2019	13420	" $446,250.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23377600	CAT	988K XE	2019	5012	" $729,750.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23491025	CAT	988K	2019	17025	" $446,250.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23604450	CAT	988K	2018	12339	" $472,500.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23717875	CAT	988K	2024	686	" $1,367,098.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23831300	CAT	988K	2023	3206	" $1,192,798.95 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
23944725	CAT	988K	2020	4968	" $813,750.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
24058150	CAT	988K BU	0	0	" $78,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
24171575	ZZ	988F PO BU	0	0	" $5,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
24285000	CAT	992K	2010	19800	" $682,500.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
24398425	CAT	992G SN BU	0	0	" $46,000.00 "	in stock	used	https://americanironus.com/equipment-wheel-loaders.html	https://americanironus.com/assets/img/equipment-categories/wheel-loaders.jpg									
						in stock	used											
313425	CAT	W00 740	2023	2085	" $813,750.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
426850	CAT	W00 725	2023	1281	" $630,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
540275	CAT	W00 725	2023	2023	" $598,500.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
653700	CAT	W00 740GC	2023	1819	" $1,029,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
767125	CAT	W00 725	2024	1011	" $698,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
880550	CAT	W00 730	2024	2534	" $672,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
993975	CAT	W00 730	2024	2387	" $672,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1107400	CAT	W00 740GC	2023	3336	" $942,900.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1220825	CAT	W00 725	2023	3203	" $561,750.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1334250	CAT	W00 740GC	2023	3405	" $942,900.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1447675	CAT	W00 740GC	2023	3602	" $971,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1561100	CAT	W00 740GC	2023	3274	" $866,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1674525	CAT	W00 740GC	2023	1697	" $942,900.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1787950	CAT	W00 740GC	2023	2953	" $942,900.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
1901375	CAT	W00 740	2022	4506	" $572,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2014800	CAT	W00 730	2022	4138	" $441,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2128225	CAT	W00 740GC	2023	199	" $1,008,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2241650	CAT	W00 740GC	2023	175	" $1,008,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2355075	CAT	W00 740	2024	1684	" $945,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2468500	CAT	W00 730	2023	2493	" $614,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2581925	CAT	W00 740GC	2023	2619	" $971,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2695350	CAT	W00 740GC	2023	2913	" $971,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2808775	CAT	W00 725	2022	3527	" $446,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
2922200	CAT	W00 730	2022	526	" $640,500.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3035625	CAT	W00 740	2022	3181	" $761,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3149050	CAT	W00 730	2024	1876	" $651,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3262475	CAT	W00 725	2023	2690	" $588,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3375900	CAT	W00 725	2022	2816	" $483,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3489325	CAT	W00 740	2022	1346	" $729,750.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3602750	CAT	W00 725	2023	653	" $619,500.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3716175	CAT	W00 730C	2018	13636	" $105,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3829600	CAT	W00 621G	2013	167	" $682,500.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
3943025	CAT	W00 730	2024	1197	" $693,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
4056450	CAT	W00 740	2024	889	" $945,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
4169875	CAT	W00 740GC	2023	4419	" $971,250.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
4283300	CAT	W00 725	2023	1789	" $588,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
4396725	CAT	W00 740	2022	2361	" $813,750.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
4510150	CAT	W00 621K	2019	4487	" $714,000.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
4623575	ZZ	W00 MPT12	2024	1	" $110,250.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
4737000	HOLT MANUFACTURING	W00 MPT12	2017	1	" $47,250.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
4850425	CAT	W00 621G	2003	10344	" $309,750.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
4963850	CAT	W00 621G	2005	7581	" $362,250.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5077275	CAT	W00 613C	2000	10214	" $294,000.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5190700	CAT	W00 613CII	2006	3398	" $294,000.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5304125	CAT	W00 613C	2006	8236	" $341,250.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5417550	CAT	W00 613C	2006	2358	" $294,000.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5530975	CAT	W00 613C	1996	6592	" $204,750.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5644400	CAT	W00 621G	2008	7147	" $645,750.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5757825	CAT	W00 613C	2007	9891	" $288,750.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5871250	CAT	W00 621G	2006	8575	" $603,750.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
5984675	CAT	W00 613C	2007	4588	" $294,000.00 "	in stock	used	https://americanironus.com/equipment-scrapers.html	https://americanironus.com/assets/img/equipment-categories/scrapers.png									
6098100	CAT	W00 745	2024	1459	" $1,044,750.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6211525	CAT	W00 725	2015	16713	" $115,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6324950	CAT	W00 730C	2019	14274	" $110,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6438375	CAT	W00 730C	2014	15744	" $105,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6551800	CAT	W00 725	2014	14436	" $145,000.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6665225	CAT	W00 613C	1996	6490	" $74,500.00 "	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
6778650	CAT	W00 740GC	2023	15	 CALL 	in stock	used	https://americanironus.com/equipment-articulated-trucks.html	https://americanironus.com/assets/img/equipment-categories/articulated-trucks.png									
